source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.95783997, 40.71004868)", ,12.55000,19.950, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.95797729, 40.74269867)", ,15.90000,22.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86042786, 40.74491119)', '(-73.74351501, 40.6396904)', '(-73.86713409, 40.68715286)', '(-73.82338715, 40.72462082)', '(-73.91670227, 40.75497055)']"
"(-73.785924, 40.645134)","(-73.95810699, 40.80223465)","(-73.93495941, 40.76940918)",19.07000,28.300,15.33000,21.750,29.48000,27.430,Matched
"(-73.785924, 40.645134)","(-73.95812225, 40.77499771)", ,18.24000,26.860, , ,,,"(-73.95812225, 40.77499771):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.95822906, 40.80155182)", ,19.04000,27.740, , ,,,"(-73.95822906, 40.80155182):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.95857239, 40.62805939)", ,13.31000,21.070, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91478729, 40.66252136)', '(-73.7858963, 40.70792389)']"
"(-73.785924, 40.645134)","(-73.95863342, 40.69090271)", ,12.16000,19.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77681732, 40.64593124)']"
"(-73.785924, 40.645134)","(-73.95867157, 40.77494049)","(-73.95812225, 40.77499771)",18.26000,26.900,18.24000,26.860,31.69000,26.880,Matched
"(-73.785924, 40.645134)","(-73.95875549, 40.68677139)", ,11.78000,18.800, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.95879364, 40.75868988)", ,17.55000,25.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91087341, 40.74246979)', '(-73.82501221, 40.76563644)']"
"(-73.785924, 40.645134)","(-73.95882416, 40.67177582)", ,11.77000,19.340, , ,,,"(-73.95882416, 40.67177582):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95892334, 40.78348923)","(-73.9069519, 40.63215637)",19.76000,28.730,9.87000,15.750,24.23500,30.720,Matched
"(-73.785924, 40.645134)","(-73.95897675, 40.71770859)", ,12.85000,21.460, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88691711, 40.63602829)', '(-73.77649689, 40.64514923)', '(-73.79016113, 40.64683914)', '(-73.88600922, 40.74955368)']"
"(-73.785924, 40.645134)","(-73.95910645, 40.68893433)","(-73.84267426, 40.6992836)",11.94000,18.580,7.35000,11.210,16.64000,18.060,Matched
"(-73.785924, 40.645134)","(-73.95919037, 40.67126465)","(-73.95277405, 40.67877579)",11.88000,19.410,10.96000,16.780,20.66500,18.390,Matched
"(-73.785924, 40.645134)","(-73.95922089, 40.6595993)", ,11.87000,18.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83181763, 40.70597076)']"
"(-73.785924, 40.645134)","(-73.95932007, 40.68103027)", ,11.38000,17.700, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)']"
"(-73.785924, 40.645134)","(-73.95934296, 40.78105927)", ,18.86000,28.220, , ,,,"(-73.95934296, 40.78105927):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.95944977, 40.67757034)", ,11.48000,18.690, , ,,,"(-73.95944977, 40.67757034):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95950317, 40.80134964)","(-73.72494507, 40.73579788)",19.17000,27.970,9.83000,13.110,23.81500,30.600,Matched
"(-73.785924, 40.645134)","(-73.95954132, 40.7707901)", ,17.94000,26.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95050049, 40.77550125)', '(-73.76901245, 40.70062256)', '(-73.77885437, 40.73575592)']"
"(-73.785924, 40.645134)","(-73.95963287, 40.70005035)", ,12.29000,19.490, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79933167, 40.6672554)', '(-73.77322388, 40.71449661)']"
"(-73.785924, 40.645134)","(-73.95965576, 40.7131691)", ,12.85000,21.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92424011, 40.66872025)', '(-73.74612427, 40.65332031)', '(-73.8273468, 40.69430161)', '(-73.91625977, 40.63811111)', '(-73.83740997, 40.69107056)', '(-73.73832703, 40.61838913)', '(-73.88946533, 40.66534424)', '(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.95974731, 40.79862213)", ,19.25000,28.130, , ,,,"(-73.95974731, 40.79862213):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9598465, 40.63884735)", ,12.50000,19.370, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92867279, 40.68418121)', '(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.96039581, 40.67408752)", ,11.77000,19.450, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92170715, 40.65076447)', '(-73.94969177, 40.6842041)', '(-73.91356659, 40.69368744)', '(-73.85620117, 40.7240715)']"
"(-73.785924, 40.645134)","(-73.96041107, 40.65955734)","(-73.89815521, 40.64281464)",11.94000,18.960,9.14000,13.400,18.62000,17.710,Matched
"(-73.785924, 40.645134)","(-73.96048737, 40.76797867)", ,17.78000,25.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.84520721, 40.74028015)', '(-73.91735077, 40.76507187)', '(-73.79867554, 40.70568848)', '(-73.77787781, 40.74337006)', '(-73.81424713, 40.68709183)']"
"(-73.785924, 40.645134)","(-73.96057129, 40.77022934)","(-73.92649078, 40.69418335)",17.85000,25.950,10.07000,15.420,23.04500,23.260,Matched
"(-73.785924, 40.645134)","(-73.96068573, 40.67593002)", ,11.64000,19.300, , ,,,"(-73.96068573, 40.67593002):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96082306, 40.76076889)", ,17.42000,25.390, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92380524, 40.66817856)', '(-73.89143372, 40.67631149)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.96105957, 40.71440887)","(-73.83529663, 40.67842102)",12.98000,20.930,4.98000,8.510,15.44500,16.890,Matched
"(-73.785924, 40.645134)","(-73.96152496, 40.62068176)", ,14.01000,23.210, , ,,,"(-73.96152496, 40.62068176):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96168518, 40.76854324)", ,18.00000,26.910, , ,,,"(-73.96168518, 40.76854324): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.96185303, 40.76528931)", ,17.60000,25.800, , ,,,"(-73.96185303, 40.76528931):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.96187592, 40.67171097)", ,12.03000,19.470, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77681732, 40.64593124)']"
"(-73.785924, 40.645134)","(-73.96198273, 40.68149567)", ,11.52000,18.250, , ,,,"(-73.96198273, 40.68149567):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96251678, 40.72078323)", ,13.36000,21.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.96260834, 40.79915619)", ,19.45000,28.570, , ,,,"(-73.96260834, 40.79915619):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96269226, 40.6599617)", ,12.12000,18.710, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78334045, 40.66814423)']"
"(-73.785924, 40.645134)","(-73.96290588, 40.69006729)","(-73.82391357, 40.72532272)",12.13000,18.970,7.78000,10.700,17.26500,19.900,Matched
"(-73.785924, 40.645134)","(-73.96292114, 40.67608643)", ,12.04000,19.040, , ,,,"(-73.96292114, 40.67608643):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96299744, 40.68863678)","(-73.94757843, 40.67159653)",12.24000,19.060,11.43000,18.140,20.96000,20.170,Matched
"(-73.785924, 40.645134)","(-73.96307373, 40.76335907)","(-73.80690002, 40.7730484)",17.36000,25.380,12.55000,18.410,25.24000,28.750,Matched
"(-73.785924, 40.645134)","(-73.96324921, 40.6791687)", ,11.77000,18.470, , ,,,"(-73.96324921, 40.6791687):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96337891, 40.81053162)", ,19.35000,28.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91004181, 40.76938248)', '(-73.79031372, 40.64677048)', '(-73.84516907, 40.72424316)', '(-73.7939682, 40.66730118)']"
"(-73.785924, 40.645134)","(-73.96366882, 40.75765991)","(-73.92901611, 40.76695633)",17.40000,25.420,15.13000,20.950,27.84000,24.080,Matched
"(-73.785924, 40.645134)","(-73.96381378, 40.67663574)", ,11.94000,18.750, , ,,,"(-73.96381378, 40.67663574): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.96385193, 40.67765045)", ,12.02000,19.560, , ,,,"(-73.96385193, 40.67765045):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96389008, 40.77098083)", ,18.03000,26.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92901611, 40.76695633)', '(-73.73644257, 40.68632126)', '(-73.79010773, 40.64343262)']"
"(-73.785924, 40.645134)","(-73.96394348, 40.75614929)", ,17.54000,25.520, , ,,,"(-73.96394348, 40.75614929):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96458435, 40.647892)", ,12.30000,19.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92380524, 40.66817856)', '(-73.89143372, 40.67631149)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.96469879, 40.68262482)", ,11.70000,18.080, , ,,,"(-73.96469879, 40.68262482):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96476746, 40.75936508)","(-73.92403412, 40.69288635)",17.24000,24.840,9.91000,15.150,22.33000,22.450,Matched
"(-73.785924, 40.645134)","(-73.96481323, 40.75754547)", ,17.63000,25.940, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7564621, 40.67232895)']"
"(-73.785924, 40.645134)","(-73.96486664, 40.79283142)", ,20.06000,29.230, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94837952, 40.77984619)', '(-73.86042786, 40.74491119)', '(-73.74351501, 40.6396904)', '(-73.86713409, 40.68715286)', '(-73.82338715, 40.72462082)', '(-73.91670227, 40.75497055)']"
"(-73.785924, 40.645134)","(-73.96498871, 40.67971039)", ,11.74000,18.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92380524, 40.66817856)', '(-73.89143372, 40.67631149)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.96546173, 40.65267563)", ,12.06000,18.680, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78205872, 40.70539093)', '(-73.81593323, 40.7006073)']"
"(-73.785924, 40.645134)","(-73.96556854, 40.75698471)", ,17.44000,25.250, , ,,,"(-73.96556854, 40.75698471): D2: (-73.95180511, 40.76608276)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.96572876, 40.75860214)","(-73.85900879, 40.7505188)",17.28000,24.940,10.45000,14.990,22.92000,21.250,Matched
"(-73.785924, 40.645134)","(-73.96588135, 40.75873947)", ,18.16000,26.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94232178, 40.72587967)', '(-73.87648773, 40.74073029)']"
"(-73.785924, 40.645134)","(-73.96627808, 40.7049408)", ,12.74000,20.910, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83352661, 40.75603867)', '(-73.92649078, 40.69418335)', '(-73.88021851, 40.76942062)']"
"(-73.785924, 40.645134)","(-73.96634674, 40.80170822)", ,19.76000,29.470, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92901611, 40.76695633)', '(-73.73644257, 40.68632126)', '(-73.79010773, 40.64343262)']"
"(-73.785924, 40.645134)","(-73.96646118, 40.75296021)","(-73.92493439, 40.70442963)",17.96000,25.710,11.62000,18.340,24.47500,25.060,Matched
"(-73.785924, 40.645134)","(-73.96673584, 40.67295456)", ,12.48000,20.160, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92867279, 40.68418121)', '(-73.95420074, 40.67316818)', '(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.96705627, 40.61923981)","(-73.87239075, 40.66757965)",17.40000,22.910,6.64000,9.880,18.09500,17.640,Matched
"(-73.785924, 40.645134)","(-73.96707916, 40.75559235)", ,17.52000,25.510, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.96710205, 40.59421921)", ,15.85000,20.300, , ,,,"(-73.96710205, 40.59421921):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.96746063, 40.6316452)", ,13.66000,21.940, , ,,,"(-73.96746063, 40.6316452):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96747589, 40.68659592)","(-73.94143677, 40.66293716)",12.14000,19.130,10.77000,16.910,20.33500,19.900,Matched
"(-73.785924, 40.645134)","(-73.96760559, 40.75553513)", ,18.18000,26.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87886047, 40.6811409)', '(-73.91716003, 40.70163727)', '(-73.8328476, 40.76157761)', '(-73.79284668, 40.6587677)']"
"(-73.785924, 40.645134)","(-73.96768188, 40.75928116)","(-73.94927979, 40.70755005)",18.06000,25.810,11.81000,19.600,24.71500,25.290,Matched
"(-73.785924, 40.645134)","(-73.96768951, 40.60189056)", ,16.16000,20.710, , ,,,"(-73.96768951, 40.60189056):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.96782684, 40.78977966)", ,20.24000,30.390, , ,,,"(-73.96782684, 40.78977966):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96792603, 40.76262665)","(-73.95215607, 40.78119278)",17.34000,24.910,18.73000,27.820,29.79500,26.590,Matched
"(-73.785924, 40.645134)","(-73.96794891, 40.67424774)", ,12.40000,19.870, , ,,,"(-73.96794891, 40.67424774):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96819305, 40.80244827)", ,19.74000,29.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79904938, 40.66766357)', '(-73.89347839, 40.76580811)']"
"(-73.785924, 40.645134)","(-73.96829987, 40.70775604)", ,12.91000,20.390, , ,,,"(-73.96829987, 40.70775604):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96869659, 40.69234085)", ,12.48000,19.430, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91478729, 40.66252136)', '(-73.7858963, 40.70792389)']"
"(-73.785924, 40.645134)","(-73.96872711, 40.8014946)","(-73.96486664, 40.79283142)",19.80000,29.290,20.06000,29.230,34.44500,30.310,Matched
"(-73.785924, 40.645134)","(-73.96874237, 40.69229889)", ,12.48000,19.440, , ,,,"(-73.96874237, 40.69229889):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.96878052, 40.78604889)", ,19.53000,29.710, , ,,,"(-73.96878052, 40.78604889):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.96884155, 40.63391113)","(-73.95857239, 40.62805939)",13.19000,20.790,13.31000,21.070,23.58500,22.300,Matched
"(-73.785924, 40.645134)","(-73.96891022, 40.6173439)", ,17.16000,21.980, , ,,,"(-73.96891022, 40.6173439):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.96923828, 40.68965149)", ,12.31000,19.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94429779, 40.71359634)', '(-73.95513153, 40.69444275)', '(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.96929169, 40.7512207)","(-73.93939972, 40.67002487)",17.82000,25.370,10.65000,17.480,23.33500,25.700,Matched
"(-73.785924, 40.645134)","(-73.96982574, 40.75585556)", ,17.62000,25.760, , ,,,"(-73.96982574, 40.75585556): D2: (-73.95180511, 40.76608276)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97035217, 40.74988556)", ,17.66000,25.730, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7951889, 40.67710876)', '(-73.79940033, 40.66728973)', '(-73.86188507, 40.7685318)', '(-73.77681732, 40.64593124)', '(-73.92893219, 40.75898743)', '(-73.94927979, 40.70755005)']"
"(-73.785924, 40.645134)","(-73.9704361, 40.68586349)", ,12.21000,19.440, , ,,,"(-73.9704361, 40.68586349):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.97052765, 40.69659424)","(-73.94897461, 40.70667648)",12.72000,19.760,11.83000,19.410,21.71000,21.050,Matched
"(-73.785924, 40.645134)","(-73.97057343, 40.78378677)","(-73.94330597, 40.7773056)",19.35000,29.260,19.21000,27.690,33.84000,29.650,Matched
"(-73.785924, 40.645134)","(-73.97066498, 40.75078964)", ,17.62000,25.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.92481995, 40.69216919)', '(-73.92403412, 40.69288635)', '(-73.7338562, 40.94774246)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.9707489, 40.74868774)", ,17.55000,25.230, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83529663, 40.67842102)']"
"(-73.785924, 40.645134)","(-73.97116852, 40.60071564)", ,16.30000,21.060, , ,,,"(-73.97116852, 40.60071564):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97119904, 40.79862595)", ,20.06000,29.990, , ,,,"(-73.97119904, 40.79862595):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97120667, 40.75561142)","(-73.94920349, 40.72164917)",17.72000,24.940,12.56000,21.150,25.03000,25.370,Matched
"(-73.785924, 40.645134)","(-73.97142029, 40.75619888)", ,18.08000,25.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79608154, 40.66765976)', '(-73.94034576, 40.76054001)']"
"(-73.785924, 40.645134)","(-73.97148132, 40.64123917)", ,12.73000,20.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94718933, 40.67615128)', '(-73.95674133, 40.66438675)', '(-73.80701447, 40.67621994)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.97153473, 40.68714142)", ,12.24000,19.610, , ,,,"(-73.97153473, 40.68714142):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97154999, 40.74714279)", ,17.48000,24.740, , ,,,"(-73.97154999, 40.74714279):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.97154999, 40.78544998)", ,19.53000,29.940, , ,,,"(-73.97154999, 40.78544998):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97174072, 40.67227173)", ,12.55000,20.290, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94718933, 40.67615128)', '(-73.95674133, 40.66438675)', '(-73.80701447, 40.67621994)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.97205353, 40.79566956)","(-73.95346832, 40.76705551)",20.29000,30.430,17.87000,26.430,33.08500,29.910,Matched
"(-73.785924, 40.645134)","(-73.97240448, 40.75598145)", ,18.05000,25.860, , ,,,"(-73.97240448, 40.75598145):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97260284, 40.68700409)", ,12.40000,20.060, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91979218, 40.73931885)']"
"(-73.785924, 40.645134)","(-73.97291565, 40.68841553)","(-73.95932007, 40.68103027)",12.60000,20.020,11.38000,17.700,21.39000,18.850,Matched
"(-73.785924, 40.645134)","(-73.97293854, 40.73763657)","(-73.95146179, 40.68225861)",18.38000,27.680,11.20000,18.500,25.04000,24.620,Matched
"(-73.785924, 40.645134)","(-73.97294617, 40.75561905)", ,17.81000,25.310, , ,,,"(-73.97294617, 40.75561905):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97306061, 40.68458939)", ,12.17000,19.190, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77681732, 40.64593124)', '(-73.92893219, 40.75898743)', '(-73.94927979, 40.70755005)']"
"(-73.785924, 40.645134)","(-73.97312164, 40.76389313)", ,17.69000,25.680, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92527771, 40.7026329)', '(-73.89389038, 40.86701965)', '(-73.82215118, 40.76200867)', '(-73.96057129, 40.77022934)', '(-73.80876923, 40.78615189)', '(-73.83352661, 40.75603867)', '(-73.92649078, 40.69418335)', '(-73.95298004, 40.75817871)', '(-73.88021851, 40.76942062)', '(-73.95054626, 40.7698288)']"
"(-73.785924, 40.645134)","(-73.97332001, 40.63613129)", ,13.12000,20.460, , ,,,"(-73.97332001, 40.63613129):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97351837, 40.74713135)","(-73.86463928, 40.77024841)",17.21000,24.210,11.78000,16.320,23.88500,24.190,Matched
"(-73.785924, 40.645134)","(-73.97364044, 40.75077438)", ,17.38000,24.290, , ,,,"(-73.97364044, 40.75077438):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97376251, 40.75585938)", ,17.92000,25.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95106506, 40.7733345)', '(-73.81770325, 40.72028732)', '(-73.74138641, 40.61179352)', '(-73.9069519, 40.63215637)']"
"(-73.785924, 40.645134)","(-73.97376251, 40.75641251)", ,17.85000,25.300, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76002502, 40.66749191)', '(-73.89815521, 40.64281464)']"
"(-73.785924, 40.645134)","(-73.97384644, 40.67156982)", ,12.72000,20.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.97386169, 40.74401474)","(-73.95024872, 40.76132965)",17.39000,24.530,16.70000,26.260,28.96500,30.220,Matched
"(-73.785924, 40.645134)","(-73.97386169, 40.78298187)", ,19.35000,29.270, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.9739151, 40.68845749)", ,12.40000,20.100, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94207001, 40.71832275)']"
"(-73.785924, 40.645134)","(-73.97402954, 40.78824997)","(-73.95668793, 40.78659821)",19.84000,31.030,19.52000,28.260,35.03500,29.760,Matched
"(-73.785924, 40.645134)","(-73.97402954, 40.79398727)","(-73.95934296, 40.78105927)",20.39000,30.740,18.86000,28.220,34.23000,29.970,Matched
"(-73.785924, 40.645134)","(-73.97419739, 40.65723038)", ,12.99000,20.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77639771, 40.64530563)']"
"(-73.785924, 40.645134)","(-73.97419739, 40.75202179)","(-73.95056915, 40.71024323)",17.71000,25.320,12.18000,19.540,24.84000,24.570,Matched
"(-73.785924, 40.645134)","(-73.97425079, 40.6024437)", ,16.87000,22.090, , ,,,"(-73.97425079, 40.6024437):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97455597, 40.79354858)", ,20.42000,30.680, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.92481995, 40.69216919)', '(-73.92403412, 40.69288635)', '(-73.7338562, 40.94774246)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.9553299, 40.77690887)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.9745636, 40.68067169)","(-73.9549942, 40.65610886)",12.28000,19.750,11.55000,17.810,21.42500,20.010,Matched
"(-73.785924, 40.645134)","(-73.97458649, 40.75688171)","(-73.97066498, 40.75078964)",18.16000,26.100,17.62000,25.090,30.67000,25.730,Matched
"(-73.785924, 40.645134)","(-73.97496796, 40.75307083)", ,17.62000,24.900, , ,,,"(-73.97496796, 40.75307083):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97505951, 40.68941879)", ,12.64000,19.950, , ,,,"(-73.97505951, 40.68941879):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97522736, 40.75215912)", ,17.48000,24.670, , ,,,"(-73.97522736, 40.75215912):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97541046, 40.75164032)", ,17.52000,24.890, , ,,,"(-73.97541046, 40.75164032):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97553253, 40.78953171)","(-73.93388367, 40.66798782)",19.97000,30.810,10.24000,16.300,25.64500,27.830,Matched
"(-73.785924, 40.645134)","(-73.97554779, 40.74451065)", ,17.29000,24.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76002502, 40.66749191)', '(-73.89815521, 40.64281464)']"
"(-73.785924, 40.645134)","(-73.97555542, 40.74752426)", ,17.07000,23.580, , ,,,"(-73.97555542, 40.74752426):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.97557068, 40.69697189)", ,12.98000,20.550, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93076324, 40.69781876)']"
"(-73.785924, 40.645134)","(-73.97563171, 40.75793839)","(-73.93060303, 40.70347595)",18.32000,26.860,11.23000,17.480,24.66000,24.720,Matched
"(-73.785924, 40.645134)","(-73.97566223, 40.73099518)", ,18.59000,27.450, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87030792, 40.83628845)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.97575378, 40.668396)", ,12.93000,21.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.84267426, 40.6992836)', '(-73.96290588, 40.69006729)', '(-73.95910645, 40.68893433)', '(-73.78307343, 40.64385986)', '(-73.82391357, 40.72532272)']"
"(-73.785924, 40.645134)","(-73.97581482, 40.6579628)", ,12.87000,20.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81770325, 40.72028732)', '(-73.74138641, 40.61179352)', '(-73.9069519, 40.63215637)']"
"(-73.785924, 40.645134)","(-73.97583008, 40.79161835)", ,20.10000,30.910, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88691711, 40.63602829)', '(-73.77649689, 40.64514923)', '(-73.79016113, 40.64683914)', '(-73.88600922, 40.74955368)', '(-73.94654083, 40.77562332)']"
"(-73.785924, 40.645134)","(-73.97588348, 40.75254059)", ,17.62000,25.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97066498, 40.75078964)', '(-73.73773956, 40.68690872)', '(-73.92481995, 40.69216919)', '(-73.92403412, 40.69288635)', '(-73.7338562, 40.94774246)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.9553299, 40.77690887)', '(-73.96476746, 40.75936508)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.97590637, 40.78150177)", ,19.56000,29.510, , ,,,"(-73.97590637, 40.78150177):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97592163, 40.75170517)", ,17.53000,24.910, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.84267426, 40.6992836)', '(-73.78307343, 40.64385986)', '(-73.82391357, 40.72532272)']"
